#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_belieu_adj;Belian;;beler;;;;;;;;;;;x
k_bilad_al_bahar;Bilad al-Bahar;Bilad al-Bahar;Bilad al-Bahar;;Bilad al-Bahar;;;;;;;;;x
k_bilad_al_bahar_adj;Bilad al-Baharian;;Bilad al-Baharer;;;;;;;;;;;x
k_bolamy;Bolamy;Bolamy;Bolamy;;Bolamy;;;;;;;;;x
k_bolamy_adj;Bolamian;;bolamer;;;;;;;;;;;x
k_cailla;Cailla;Cailla;Cailla;;Cailla;;;;;;;;;x
k_cailla_adj;Caillan;;cailler;;;;;;;;;;;x
k_calahonda;Calahonda;Calahonda;Calahonda;;Calahonda;;;;;;;;;x
k_calahonda_adj;Calahondan;;calahonder;;;;;;;;;;;x
k_calheta;Calheta;Calheta;Calheta;;Calheta;;;;;;;;;x
k_calheta_adj;Calhetan;;calheter;;;;;;;;;;;x
k_capraccia;Capraccia;Capraccia;Capraccia;;Capraccia;;;;;;;;;x
k_capraccia_adj;Capraccian;;capraccer;;;;;;;;;;;x
k_carisa;Carisa;Carisa;Carisa;;Carisa;;;;;;;;;x
k_carisa_adj;Carisan;;cariser;;;;;;;;;;;x
k_castelfol;Castelfol;Castelfol;Castelfol;;Castelfol;;;;;;;;;x
k_castelfol_adj;Castelfolian;;castelfoler;;;;;;;;;;;x
k_cerreto;Cerreto;Cerreto;Cerreto;;Cerreto;;;;;;;;;x
k_cerreto_adj;Cerretian;;cerreter;;;;;;;;;;;x
k_champtrefle;Champtrèfle;Champtrèfle;Champtrèfle;;Champtrèfle;;;;;;;;;x
k_champtrefle_adj;Champtrèflean;;champtrèfler;;;;;;;;;;;x
k_cleigh;Cleigh;Cleigh;Cleigh;;Cleigh;;;;;;;;;x
k_cleigh_adj;Cleighian;;cleigher;;;;;;;;;;;x
k_corviglia;Corviglia;Corviglia;Corviglia;;Corviglia;;;;;;;;;x
k_corviglia_adj;Corviglian;;corvigler;;;;;;;;;;;x
k_dani;Dani;Dani;Dani;;Dani;;;;;;;;;x
k_dani_adj;Danian;;daner;;;;;;;;;;;x
k_ereira;Ereira;Ereira;Ereira;;Ereira;;;;;;;;;x
k_ereira_adj;Ereiran;;ereirer;;;;;;;;;;;x
k_estershire;Estershire;Estershire;Estershire;;Estershire;;;;;;;;;x
k_estershire_adj;Estershirean;;estershirer;;;;;;;;;;;x
k_frassina;Frassina;Frassina;Frassina;;Frassina;;;;;;;;;x
k_frassina_adj;Frassinan;;frassiner;;;;;;;;;;;x
k_gahanapur;Gahanapur;Gahanapur;Gahanapur;;Gahanapur;;;;;;;;;x
k_gahanapur_adj;Gahanapurian;;gahanapurer;;;;;;;;;;;x
k_galiazzo;Galiazzo;Galiazzo;Galiazzo;;Galiazzo;;;;;;;;;x
k_galiazzo_adj;Galiazzian;;galiazzer;;;;;;;;;;;x
k_glenrose;Glenrose;Glenrose;Glenrose;;Glenrose;;;;;;;;;x
k_glenrose_adj;Glenrosean;;glenroser;;;;;;;;;;;x
k_gohrenberg;Gohrenberg;Gohrenberg;Gohrenberg;;Gohrenberg;;;;;;;;;x
k_gohrenberg_adj;Gohrenbergian;;gohrenberger;;;;;;;;;;;x
k_goireas;Goireas;Goireas;Goireas;;Goireas;;;;;;;;;x
k_goireas_adj;Goireasian;;goireaser;;;;;;;;;;;x
k_gradina;Gradina;Gradina;Gradina;;Gradina;;;;;;;;;x
k_gradina_adj;Gradinan;;gradiner;;;;;;;;;;;x
k_hieroz;Hieroz;Hieroz;Hieroz;;Hieroz;;;;;;;;;x
k_hieroz_adj;Hierozian;;hierozer;;;;;;;;;;;x
k_himelia;Himelia;Himelia;Himelia;;Himelia;;;;;;;;;x
k_himelia_adj;Himelian;;himeler;;;;;;;;;;;x
k_hosvik;Hósvík;Hósvík;Hósvík;;Hósvík;;;;;;;;;x
k_hosvik_adj;Hósvíkian;;hósvíker;;;;;;;;;;;x
k_islas_rosais;Islas Rosais;Islas Rosais;Islas Rosais;;Islas Rosais;;;;;;;;;x
k_islas_rosais_adj;Islas Rosaisian;;Islas Rosaiser;;;;;;;;;;;x
k_kurutenia;Kurutenia;Kurutenia;Kurutenia;;Kurutenia;;;;;;;;;x
k_kurutenia_adj;Kurutenian;;kurutener;;;;;;;;;;;x
k_la_paix;La Paix;La Paix;La Paix;;La Paix;;;;;;;;;x
k_la_paix_adj;La Paixian;;La Paixer;;;;;;;;;;;x
k_lanteira;Lanteira;Lanteira;Lanteira;;Lanteira;;;;;;;;;x
k_lanteira_adj;Lanteiran;;lanteirer;;;;;;;;;;;x
k_laugarland;Laugarland;Laugarland;Laugarland;;Laugarland;;;;;;;;;x
k_laugarland_adj;Laugarlandian;;laugarlander;;;;;;;;;;;x
k_laval;Laval;Laval;Laval;;Laval;;;;;;;;;x
k_laval_adj;Lavalian;;lavaler;;;;;;;;;;;x
k_lopera;Lopera;Lopera;Lopera;;Lopera;;;;;;;;;x
k_lopera_adj;Loperan;;loperer;;;;;;;;;;;x
k_los_vientos;Los Vientos;Los Vientos;Los Vientos;;Los Vientos;;;;;;;;;x
k_los_vientos_adj;Los Vientosian;;Los Vientoser;;;;;;;;;;;x
k_luncani;Luncani;Luncani;Luncani;;Luncani;;;;;;;;;x
k_luncani_adj;Luncanian;;luncaner;;;;;;;;;;;x
k_maesmynis;Maesmynis;Maesmynis;Maesmynis;;Maesmynis;;;;;;;;;x
k_maesmynis_adj;Maesmynisian;;maesmyniser;;;;;;;;;;;x
k_maktaris;Maktaris;Maktaris;Maktaris;;Maktaris;;;;;;;;;x
k_maktaris_adj;Maktarisian;;maktariser;;;;;;;;;;;x
k_marru;Marrù;Marrù;Marrù;;Marrù;;;;;;;;;x
k_marru_adj;Marrùian;;marrùer;;;;;;;;;;;x
k_medana;Medana;Medana;Medana;;Medana;;;;;;;;;x
k_medana_adj;Medanan;;medaner;;;;;;;;;;;x
k_medford;Medford;Medford;Medford;;Medford;;;;;;;;;x
k_medford_adj;Medfordian;;medforder;;;;;;;;;;;x
k_mejeria;Mejeria;Mejeria;Mejeria;;Mejeria;;;;;;;;;x
k_mejeria_adj;Mejerian;;mejerer;;;;;;;;;;;x
k_merouana;Merouana;Merouana;Merouana;;Merouana;;;;;;;;;x
k_merouana_adj;Merouanan;;merouaner;;;;;;;;;;;x
k_mesia;Mesìa;Mesìa;Mesìa;;Mesìa;;;;;;;;;x
k_mesia_adj;Mesìan;;mesìer;;;;;;;;;;;x
k_minllyn;Minllyn;Minllyn;Minllyn;;Minllyn;;;;;;;;;x
k_minllyn_adj;Minllynian;;minllyner;;;;;;;;;;;x
k_mouen;Mouen;Mouen;Mouen;;Mouen;;;;;;;;;x
k_mouen_adj;Mouenian;;mouener;;;;;;;;;;;x
k_navolok;Navolok;Navolok;Navolok;;Navolok;;;;;;;;;x
k_navolok_adj;Navolokian;;navoloker;;;;;;;;;;;x
k_nawwara;Nawwara;Nawwara;Nawwara;;Nawwara;;;;;;;;;x
k_nawwara_adj;Nawwaran;;nawwarer;;;;;;;;;;;x
k_nedjan;Nedjan;Nedjan;Nedjan;;Nedjan;;;;;;;;;x
k_nedjan_adj;Nedjanian;;nedjaner;;;;;;;;;;;x
k_nikosia;Nikosia;Nikosia;Nikosia;;Nikosia;;;;;;;;;x
k_nikosia_adj;Nikosian;;nikoser;;;;;;;;;;;x
k_norahjem;Norahjem;Norahjem;Norahjem;;Norahjem;;;;;;;;;x
k_norahjem_adj;Norahjemian;;norahjemer;;;;;;;;;;;x
k_nordval;Nordval;Nordval;Nordval;;Nordval;;;;;;;;;x
k_nordval_adj;Nordvalian;;nordvaler;;;;;;;;;;;x
k_ortovia;Ortovia;Ortovia;Ortovia;;Ortovia;;;;;;;;;x
k_ortovia_adj;Ortovian;;ortover;;;;;;;;;;;x
k_passa;Passa;Passa;Passa;;Passa;;;;;;;;;x
k_passa_adj;Passan;;passer;;;;;;;;;;;x
k_picroux;Picroux;Picroux;Picroux;;Picroux;;;;;;;;;x
k_picroux_adj;Picrouxian;;picrouxer;;;;;;;;;;;x
k_piedmont;Piedmont;Piedmont;Piedmont;;Piedmont;;;;;;;;;x
k_piedmont_adj;Piedmontian;;piedmonter;;;;;;;;;;;x
k_potoria;Potoria;Potoria;Potoria;;Potoria;;;;;;;;;x
k_potoria_adj;Potorian;;potorer;;;;;;;;;;;x
k_pravia;Pravia;Pravia;Pravia;;Pravia;;;;;;;;;x
k_pravia_adj;Pravian;;praver;;;;;;;;;;;x
k_quillazu;Quillazù;Quillazù;Quillazù;;Quillazù;;;;;;;;;x
k_quillazu_adj;Quillazùian;;quillazùer;;;;;;;;;;;x
k_rajaur;Rajaur;Rajaur;Rajaur;;Rajaur;;;;;;;;;x
k_rajaur_adj;Rajaurian;;rajaurer;;;;;;;;;;;x
k_rayne;Rayne;Rayne;Rayne;;Rayne;;;;;;;;;x
k_rayne_adj;Raynean;;rayner;;;;;;;;;;;x
k_rigaille;Rigaille;Rigaille;Rigaille;;Rigaille;;;;;;;;;x
k_rigaille_adj;Rigaillean;;rigailler;;;;;;;;;;;x
k_romissa;Romissa;Romissa;Romissa;;Romissa;;;;;;;;;x
k_romissa_adj;Romissan;;romisser;;;;;;;;;;;x
k_ruomi;Ruomi;Ruomi;Ruomi;;Ruomi;;;;;;;;;x
k_ruomi_adj;Ruomian;;ruomer;;;;;;;;;;;x
k_semacria;Semacria;Semacria;Semacria;;Semacria;;;;;;;;;x
k_semacria_adj;Semacrian;;semacrer;;;;;;;;;;;x
k_semna;Semna;Semna;Semna;;Semna;;;;;;;;;x
k_semna_adj;Semnan;;semner;;;;;;;;;;;x
k_sieverstedt;Sieverstedt;Sieverstedt;Sieverstedt;;Sieverstedt;;;;;;;;;x
k_sieverstedt_adj;Sieverstedtian;;sieverstedter;;;;;;;;;;;x
k_silanu;Silanu;Silanu;Silanu;;Silanu;;;;;;;;;x
k_silanu_adj;Silanian;;silaner;;;;;;;;;;;x
k_snorrelund;Snorrelund;Snorrelund;Snorrelund;;Snorrelund;;;;;;;;;x
k_snorrelund_adj;Snorrelundian;;snorrelunder;;;;;;;;;;;x
k_tirslund;Tirslund;Tirslund;Tirslund;;Tirslund;;;;;;;;;x
k_tirslund_adj;Tirslundian;;tirslunder;;;;;;;;;;;x
k_tortella;Tortella;Tortella;Tortella;;Tortella;;;;;;;;;x
k_tortella_adj;Tortellan;;torteller;;;;;;;;;;;x
k_tutun;Tutun;Tutun;Tutun;;Tutun;;;;;;;;;x
k_tutun_adj;Tutunian;;tutuner;;;;;;;;;;;x
k_verno;Vern?;Vern?;Vern?;;Vern?;;;;;;;;;x
k_verno_adj;Vern?ian;;vern?er;;;;;;;;;;;x
k_visalia;Visalia;Visalia;Visalia;;Visalia;;;;;;;;;x
k_visalia_adj;Visalian;;visaler;;;;;;;;;;;x
k_wester_fork;Wester Fork;Wester Fork;Wester Fork;;Wester Fork;;;;;;;;;x
k_wester_fork_adj;Wester Forkian;;Wester Forker;;;;;;;;;;;x
k_xonaca;Xonaca;Xonaca;Xonaca;;Xonaca;;;;;;;;;x
k_xonaca_adj;Xonacan;;xonacer;;;;;;;;;;;x
